occurrence_id	block_id	assembly_version	replicon_accession	bioproject_accession	organism_harmonized	genus	frozen_group	determinant_name	gene_family	portability_class	topology	wrapped_circular	truncated	block_n_args	weight_block_balanced	s2_selected	dist_any_bp	dist_is_bp	dist_integrase_bp	censored_any	censored_is	censored_integrase	overlap_zero	in_block_feature_beyond_window
GCA_030585225.1|CP043452.1|ant(3'')-IIa|3784223|3785008	blk000807	GCA_030585225.1	CP043452.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_030585245.1|CP043455.1|blaADC-30|1212591|1213739	blk000808	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-30	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_030585245.1|CP043455.1|blaOXA-66|2255540|2256361	blk000809	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	B	circular	no	no	1	1.0	1	1277	1277		0	0	1	0	0
GCA_030585245.1|CP043455.1|aac(3)-Ia|2733715|2734176	blk000810	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(3)-Ia	aac(3)	B	circular	no	no	2	0.5	0	587	587	4444	0	0	0	0	0
GCA_030585245.1|CP043455.1|aacA16|2737867|2738415	blk000810	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aacA16	aacA16	B	circular	no	no	2	0.5	1	205	205	205	0	0	0	0	0
GCA_030585245.1|CP043455.1|mph(E)|3299002|3299883	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	6	0.16666666666666666	0	557	557		0	0	1	0	0
GCA_030585245.1|CP043455.1|msr(E)|3299942|3301414	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	6	0.16666666666666666	1	399	399	9353	0	0	0	0	0
GCA_030585245.1|CP043455.1|armA|3303716|3304486	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	6	0.16666666666666666	0	326	326	6281	0	0	0	0	0
GCA_030585245.1|CP043455.1|sul1|3307834|3308670	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	6	0.16666666666666666	0	408	408	2097	0	0	0	0	0
GCA_030585245.1|CP043455.1|aadA5|3309220|3310005	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA5	aadA5	B	circular	no	no	6	0.16666666666666666	0	762	762	762	0	0	0	0	0
GCA_030585245.1|CP043455.1|dfrA17|3310139|3310609	blk000811	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	dfrA17	dfrA17	B	circular	no	no	6	0.16666666666666666	0	158	158	158	0	0	0	0	0
GCA_030585245.1|CP043455.1|aph(3'')-Ib|3647123|3647923	blk000812	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	3	0.3333333333333333	0	1394	1394		0	0	1	0	0
GCA_030585245.1|CP043455.1|aph(6)-Id|3647926|3648759	blk000812	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	3	0.3333333333333333	1	558	558		0	0	1	0	0
GCA_030585245.1|CP043455.1|tet(B)|3652135|3653334	blk000812	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(B)	tet(B)	B	circular	no	no	3	0.3333333333333333	0	1325	1325		0	0	1	0	0
GCA_030585245.1|CP043455.1|sul2|3680127|3680939	blk000813	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	1	1.0	1	93	93	5787	0	0	0	0	0
GCA_030585245.1|CP043455.1|ant(3'')-IIa|3774957|3775742	blk000814	GCA_030585245.1	CP043455.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_030585265.1|CP043458.1|ant(3'')-IIa|151209|151994	blk000815	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_030585265.1|CP043458.1|ant(2'')-Ia|1299448|1299978	blk000816	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(2'')-Ia	ant(2'')	B	circular	no	no	3	0.3333333333333333	0	312	312	312	0	0	0	0	0
GCA_030585265.1|CP043458.1|aadA2|1300039|1300827	blk000816	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA2	aadA2	B	circular	no	no	3	0.3333333333333333	1	903	903	903	0	0	0	0	0
GCA_030585265.1|CP043458.1|sul1|1301335|1302171	blk000816	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	3	0.3333333333333333	0	1166	1166	2199	0	0	0	0	0
GCA_030585265.1|CP043458.1|blaOXA|1508879|1509700	blk000817	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA	blaOXA	B	circular	no	no	1	1.0	1	79	79		0	0	1	0	0
GCA_030585265.1|CP043458.1|blaADC|2472531|2473679	blk000818	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_030585265.1|CP043458.1|blaOXA|3538909|3539730	blk000819	GCA_030585265.1	CP043458.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA	blaOXA	B	circular	no	no	1	1.0	1	79	79		0	0	1	0	0
GCA_030585285.1|CP043462.1|blaADC|1256235|1257383	blk000820	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_030585285.1|CP043462.1|blaOXA-66|2325898|2326719	blk000821	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	B	circular	no	no	1	1.0	1	1277	1277		0	0	1	0	0
GCA_030585285.1|CP043462.1|aac(3)-Ia|2804230|2804691	blk000822	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(3)-Ia	aac(3)	B	circular	no	no	2	0.5	1	587	587		0	0	1	0	0
GCA_030585285.1|CP043462.1|aacA16|2808382|2808930	blk000822	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aacA16	aacA16	B	circular	no	no	2	0.5	0	535	535		0	0	1	0	0
GCA_030585285.1|CP043462.1|mph(E)|3369196|3370077	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	6	0.16666666666666666	1	557	557		0	0	1	0	0
GCA_030585285.1|CP043462.1|msr(E)|3370136|3371608	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	6	0.16666666666666666	0	399	399	9353	0	0	0	0	0
GCA_030585285.1|CP043462.1|armA|3373910|3374680	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	6	0.16666666666666666	0	326	326	6281	0	0	0	0	0
GCA_030585285.1|CP043462.1|sul1|3378028|3378864	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	6	0.16666666666666666	0	408	408	2097	0	0	0	0	0
GCA_030585285.1|CP043462.1|aadA5|3379414|3380199	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA5	aadA5	B	circular	no	no	6	0.16666666666666666	0	762	762	762	0	0	0	0	0
GCA_030585285.1|CP043462.1|dfrA17|3380333|3380803	blk000823	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	dfrA17	dfrA17	B	circular	no	no	6	0.16666666666666666	0	158	158	158	0	0	0	0	0
GCA_030585285.1|CP043462.1|aph(3'')-Ib|3716600|3717400	blk000824	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	3	0.3333333333333333	0	1394	1394		0	0	1	0	0
GCA_030585285.1|CP043462.1|aph(6)-Id|3717403|3718236	blk000824	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	3	0.3333333333333333	1	558	558		0	0	1	0	0
GCA_030585285.1|CP043462.1|tet(B)|3721612|3722811	blk000824	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(B)	tet(B)	B	circular	no	no	3	0.3333333333333333	0	1325	1325		0	0	1	0	0
GCA_030585285.1|CP043462.1|ant(3'')-IIa|3805533|3806318	blk000825	GCA_030585285.1	CP043462.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_030585325.1|CP043469.1|blaADC|1191597|1192745	blk000826	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC	blaADC	B	circular	no	no	1	1.0	1	81	81		0	0	1	0	0
GCA_030585325.1|CP043469.1|blaOXA-66|2261407|2262228	blk000827	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-66	blaOXA	B	circular	no	no	1	1.0	1	1277	1277		0	0	1	0	0
GCA_030585325.1|CP043469.1|aac(3)-Ia|2739737|2740198	blk000828	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aac(3)-Ia	aac(3)	B	circular	no	no	2	0.5	1	587	587		0	0	1	0	0
GCA_030585325.1|CP043469.1|aacA16|2743889|2744437	blk000828	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aacA16	aacA16	B	circular	no	no	2	0.5	0	535	535		0	0	1	0	0
GCA_030585325.1|CP043469.1|mph(E)|3304882|3305763	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	mph(E)	mph(E)	B	circular	no	no	6	0.16666666666666666	0	557	557		0	0	1	0	0
GCA_030585325.1|CP043469.1|msr(E)|3305822|3307294	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	msr(E)	msr(E)	B	circular	no	no	6	0.16666666666666666	0	399	399	9353	0	0	0	0	0
GCA_030585325.1|CP043469.1|armA|3309596|3310366	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	armA	armA	B	circular	no	no	6	0.16666666666666666	0	326	326	6281	0	0	0	0	0
GCA_030585325.1|CP043469.1|sul1|3313714|3314550	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul1	sul1	B	circular	no	no	6	0.16666666666666666	0	408	408	2097	0	0	0	0	0
GCA_030585325.1|CP043469.1|aadA5|3315100|3315885	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aadA5	aadA5	B	circular	no	no	6	0.16666666666666666	1	762	762	762	0	0	0	0	0
GCA_030585325.1|CP043469.1|dfrA17|3316019|3316489	blk000829	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	dfrA17	dfrA17	B	circular	no	no	6	0.16666666666666666	0	158	158	158	0	0	0	0	0
GCA_030585325.1|CP043469.1|aph(3'')-Ib|3652289|3653089	blk000830	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	3	0.3333333333333333	0	1394	1394		0	0	1	0	0
GCA_030585325.1|CP043469.1|aph(6)-Id|3653092|3653925	blk000830	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	3	0.3333333333333333	0	558	558		0	0	1	0	0
GCA_030585325.1|CP043469.1|tet(B)|3657301|3658500	blk000830	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(B)	tet(B)	B	circular	no	no	3	0.3333333333333333	1	1325	1325		0	0	1	0	0
GCA_030585325.1|CP043469.1|ant(3'')-IIa|3741222|3742007	blk000831	GCA_030585325.1	CP043469.1	PRJNA557486	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_022649725.1|CP043602.1|blaSHV-11|2821925|2822782	blk000832	GCA_022649725.1	CP043602.1	PRJNA353728	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_022649725.1|CP043602.1|sul1|3123346|3123903	blk000833	GCA_022649725.1	CP043602.1	PRJNA353728	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	2	0.5	0	65	65	1442	0	0	0	0	0
GCA_022649725.1|CP043602.1|aadA2|3124411|3125199	blk000833	GCA_022649725.1	CP043602.1	PRJNA353728	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aadA2	aadA2	B	circular	no	no	2	0.5	1	146	146	146	0	0	0	0	0
GCA_022649725.1|CP043602.1|fosA|4778457|4778873	blk000834	GCA_022649725.1	CP043602.1	PRJNA353728	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008386255.1|CP043669.1|blaSHV|827387|827833	blk000835	GCA_008386255.1	CP043669.1	PRJNA562695	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008386255.1|CP043669.1|fosA|2604315|2604539	blk000836	GCA_008386255.1	CP043669.1	PRJNA562695	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008386275.1|CP043670.1|blaSHV|1802620|1803126	blk000837	GCA_008386275.1	CP043670.1	PRJNA562695	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008386275.1|CP043670.1|fosA|3579531|3579938	blk000838	GCA_008386275.1	CP043670.1	PRJNA562695	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008630915.1|CP043909.1|aac(6')-I|2311705|2312139	blk000839	GCA_008630915.1	CP043909.1	PRJNA565116	Acinetobacter suaedae	Acinetobacter	other	aac(6')-I	aac(6')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008630895.1|CP043910.1|blaADC-26|154171|155319	blk000840	GCA_008630895.1	CP043910.1	PRJNA305151	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-26	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008630895.1|CP043910.1|sul2|1271781|1272593	blk000841	GCA_008630895.1	CP043910.1	PRJNA305151	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	1	1.0	1	93	93	5787	0	0	0	0	0
GCA_008630895.1|CP043910.1|ant(3'')-IIa|1368864|1369649	blk000842	GCA_008630895.1	CP043910.1	PRJNA305151	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008630895.1|CP043910.1|blaOXA-259|3140023|3140844	blk000843	GCA_008630895.1	CP043910.1	PRJNA305151	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-259	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008632635.1|CP043953.1|blaADC-26|1220312|1221460	blk000844	GCA_008632635.1	CP043953.1	PRJNA565663	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-26	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008632635.1|CP043953.1|blaOXA-104|2227873|2228694	blk000845	GCA_008632635.1	CP043953.1	PRJNA565663	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-104	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008632635.1|CP043953.1|ant(3'')-IIa|3804664|3805449	blk000846	GCA_008632635.1	CP043953.1	PRJNA565663	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_009296145.1|CP044018.1|floR|109454|110461	blk000847	GCA_009296145.1	CP044018.1	PRJNA546476	Acinetobacter indicus	Acinetobacter	other	floR	floR	B	circular	no	no	2	0.5	1	448	448		0	0	1	0	0
GCA_009296145.1|CP044018.1|sul2|112970|113782	blk000847	GCA_009296145.1	CP044018.1	PRJNA546476	Acinetobacter indicus	Acinetobacter	other	sul2	sul2	B	circular	no	no	2	0.5	0	90	90		0	0	1	0	0
GCA_009296145.1|CP044018.1|ble|2871161|2871523	blk000848	GCA_009296145.1	CP044018.1	PRJNA546476	Acinetobacter indicus	Acinetobacter	other	ble	ble	B	circular	no	no	2	0.5	1	917	917	8071	0	0	0	0	0
GCA_009296145.1|CP044018.1|blaNDM-3|2871530|2872339	blk000848	GCA_009296145.1	CP044018.1	PRJNA546476	Acinetobacter indicus	Acinetobacter	other	blaNDM-3	blaNDM	B	circular	no	no	2	0.5	0	101	101	7255	0	0	0	0	0
GCA_008802935.1|CP044356.1|ant(3'')-IIa|178234|179019	blk000849	GCA_008802935.1	CP044356.1	PRJNA573751	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	B	circular	no	no	1	1.0	1	3611	3611		0	0	1	0	0
GCA_008802935.1|CP044356.1|blaOXA-98|1671763|1672584	blk000850	GCA_008802935.1	CP044356.1	PRJNA573751	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-98	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_008802935.1|CP044356.1|blaADC-6|2686699|2687847	blk000851	GCA_008802935.1	CP044356.1	PRJNA573751	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-6	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_010918635.1|CP044463.1|blaOXA-1005|16684|17511	blk000852	GCA_010918635.1	CP044463.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	blaOXA-1005	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_010918635.1|CP044463.1|aph(3')-Ia|143900|144712	blk000853	GCA_010918635.1	CP044463.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	aph(3')-Ia	aph(3')	B	circular	no	no	1	1.0	1	130	130	8451	0	0	0	0	0
GCA_010918635.1|CP044463.1|dfrA44|2687697|2688206	blk000854	GCA_010918635.1	CP044463.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	dfrA44	dfrA44	B	circular	no	no	1	1.0	1	2307	2307		0	0	1	0	0
GCA_010919095.1|CP044474.1|dfrA44|1130903|1131412	blk000855	GCA_010919095.1	CP044474.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	dfrA44	dfrA44	B	circular	no	no	1	1.0	1	2307	2307		0	0	1	0	0
GCA_010919095.1|CP044474.1|blaOXA|1556963|1557790	blk000856	GCA_010919095.1	CP044474.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_010918895.1|CP044483.1|blaOXA|16685|17512	blk000857	GCA_010918895.1	CP044483.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_010918895.1|CP044483.1|dfrA44|2654087|2654596	blk000858	GCA_010918895.1	CP044483.1	PRJNA558439	Acinetobacter schindleri	Acinetobacter	other	dfrA44	dfrA44	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394265.1|CP044517.1|ant(3'')-IIa|163852|164637	blk000859	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394265.1|CP044517.1|aph(3'')-Ib|634645|635445	blk000860	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3'')-Ib	aph(3'')	B	circular	no	no	3	0.3333333333333333	0	102	102		0	0	1	0	0
GCA_013394265.1|CP044517.1|aph(6)-Id|635448|636281	blk000860	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(6)-Id	aph(6)	B	circular	no	no	3	0.3333333333333333	1	905	905		0	0	1	0	0
GCA_013394265.1|CP044517.1|sul2|644348|645160	blk000860	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	3	0.3333333333333333	0	90	90		0	0	1	0	0
GCA_013394265.1|CP044517.1|blaOXA-735|1715560|1716381	blk000861	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-735	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394265.1|CP044517.1|blaADC-356|2734171|2735319	blk000862	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-356	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394265.1|CP044517.1|aph(3')-Ia|3825733|3826545	blk000863	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	aph(3')-Ia	aph(3')	B	circular	no	no	4	0.25	1	130	130		0	0	1	0	0
GCA_013394265.1|CP044517.1|tet(X5)|3829771|3830904	blk000863	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	tet(X5)	tet(X5)	B	circular	no	no	4	0.25	0	972	972		0	0	1	0	0
GCA_013394265.1|CP044517.1|floR|3833817|3835028	blk000863	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	floR	floR	B	circular	no	no	4	0.25	0	448	448		0	0	1	0	0
GCA_013394265.1|CP044517.1|floR|3838101|3839312	blk000863	GCA_013394265.1	CP044517.1	PRJNA574573	Acinetobacter baumannii	Acinetobacter	A. baumannii	floR	floR	B	circular	no	no	4	0.25	0	448	448		0	0	1	0	0
GCA_013394285.1|CP044519.1|ant(3'')-IIa|149554|150339	blk000864	GCA_013394285.1	CP044519.1	PRJNA574548	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394285.1|CP044519.1|blaOXA-402|1815730|1816551	blk000865	GCA_013394285.1	CP044519.1	PRJNA574548	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-402	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_013394285.1|CP044519.1|blaADC-169|2854522|2855670	blk000866	GCA_013394285.1	CP044519.1	PRJNA574548	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-169	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_021496295.1|CP045051.1|blaOXA|3194159|3194980	blk000867	GCA_021496295.1	CP045051.1	PRJNA576279	Acinetobacter johnsonii	Acinetobacter	other	blaOXA	blaOXA	B	circular	no	no	1	1.0	1	3065	3065		0	0	1	0	0
GCA_021496325.1|CP045099.1|blaOXA|15152|15973	blk000868	GCA_021496325.1	CP045099.1	PRJNA576279	Acinetobacter johnsonii	Acinetobacter	other	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_021496345.1|CP045101.1|blaOXA|15058|15879	blk000869	GCA_021496345.1	CP045101.1	PRJNA576279	Acinetobacter johnsonii	Acinetobacter	other	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_021496365.1|CP045103.1|blaOXA|15167|15988	blk000870	GCA_021496365.1	CP045103.1	PRJNA576279	Acinetobacter johnsonii	Acinetobacter	other	blaOXA	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_021496365.1|CP045103.1|blaOXA-1006|1159680|1160504	blk000871	GCA_021496365.1	CP045103.1	PRJNA576279	Acinetobacter johnsonii	Acinetobacter	other	blaOXA-1006	blaOXA	B	circular	no	no	1	1.0	1	2053	2053		0	0	1	0	0
GCA_009035845.1|CP045110.1|sul2|101404|102216	blk000872	GCA_009035845.1	CP045110.1	PRJNA557095	Acinetobacter baumannii	Acinetobacter	A. baumannii	sul2	sul2	B	circular	no	no	1	1.0	1	568	568		0	0	1	0	0
GCA_009035845.1|CP045110.1|ant(3'')-IIa|225025|225810	blk000873	GCA_009035845.1	CP045110.1	PRJNA557095	Acinetobacter baumannii	Acinetobacter	A. baumannii	ant(3'')-IIa	ant(3'')	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_009035845.1|CP045110.1|blaOXA-98|1887846|1888667	blk000874	GCA_009035845.1	CP045110.1	PRJNA557095	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaOXA-98	blaOXA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_009035845.1|CP045110.1|blaADC-158|2872625|2873773	blk000875	GCA_009035845.1	CP045110.1	PRJNA557095	Acinetobacter baumannii	Acinetobacter	A. baumannii	blaADC-158	blaADC	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCA_009914415.1|CP045129.1|sul2|2890643|2891455	blk000876	GCA_009914415.1	CP045129.1	PRJNA577003	Acinetobacter indicus	Acinetobacter	other	sul2	sul2	B	circular	no	no	4	0.25	0	90	90	4735	0	0	0	0	0
