occurrence_id	block_id	bioproject_accession	organism_harmonized	genus	frozen_group	portability_class	weight_block_balanced	nmdist_dist_any_bp	nmdist_censored	endpoint_state	nmis_dist_bp	nmis_censored	n_complete_contained	n_complete_crossing	n_partial_or_boundary
GCA_022468355.1|CP091348.1|blaADC-73|2617678|2618826	blk002331	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468355.1|CP091348.1|ant(3'')-IIa|3928184|3928969	blk002332	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468455.1|CP091349.1|ant(3'')-IIa|1248146|1248931	blk002333	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468455.1|CP091349.1|blaOXA-23|1331479|1332297	blk002334	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	3	0	0
GCA_022468455.1|CP091349.1|tet(B)|1335748|1336947	blk002334	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	706	0	3	0	0
GCA_022468455.1|CP091349.1|aph(6)-Id|1340323|1341156	blk002334	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	0	0	2	1	0
GCA_022468455.1|CP091349.1|aph(3'')-Ib|1341159|1341959	blk002334	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	0	0	2	1	0
GCA_022468455.1|CP091349.1|blaTEM-1|2390012|2390869	blk002335	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	74	0	complete_and_fully_contained	22	0	4	1	0
GCA_022468455.1|CP091349.1|aph(3')-Ia|2396474|2397286	blk002335	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	130	0	complete_and_fully_contained	67	0	5	0	0
GCA_022468455.1|CP091349.1|blaOXA-66|2832515|2833336	blk002336	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468455.1|CP091349.1|msr(E)|3672032|3673504	blk002337	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	496	0	complete_and_fully_contained	1104	0	1	0	0
GCA_022468455.1|CP091349.1|mph(E)|3673563|3674444	blk002337	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	647	0	complete_and_fully_contained	164	0	1	0	0
GCA_022468455.1|CP091349.1|blaADC-73|3831718|3832866	blk002338	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468565.1|CP091350.1|blaOXA-58|3071|3910	blk002339	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	3074	0	complete_and_fully_contained	3020	0	2	1	1
GCA_022468565.1|CP091350.1|blaADC-30|872639|873787	blk002340	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468565.1|CP091350.1|blaOXA-58|2249443|2250282	blk002341	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	94	0	complete_and_fully_contained	0	0	3	0	1
GCA_022468565.1|CP091350.1|ant(3'')-IIa|2313239|2314024	blk002342	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468565.1|CP091350.1|sul2|2391255|2392067	blk002343	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	93	0	complete_and_fully_contained	1444	0	1	1	2
GCA_022468565.1|CP091350.1|tet(B)|2404694|2405893	blk002343	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	706	0	1	1	2
GCA_022468565.1|CP091350.1|aph(6)-Id|2409269|2410102	blk002343	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	0	0	1	1	2
GCA_022468565.1|CP091350.1|aph(3'')-Ib|2410105|2410905	blk002343	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	0	0	1	1	2
GCA_022468565.1|CP091350.1|aph(3')-Ia|3307435|3308247	blk002344	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	130	0	complete_and_fully_contained	67	0	5	1	0
GCA_022468565.1|CP091350.1|sul1|3310352|3311188	blk002344	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1271	0	complete_and_fully_contained	1219	0	5	1	0
GCA_022468565.1|CP091350.1|aadA1|3311696|3312484	blk002344	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	2217	0	complete_and_fully_contained	2563	0	4	2	0
GCA_022468565.1|CP091350.1|aac(3)-Ia|3314069|3314530	blk002344	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	171	0	complete_and_fully_contained	2153	0	4	2	0
GCA_022468565.1|CP091350.1|blaOXA-66|3762800|3763621	blk002345	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	79	0	partial_or_boundary_limited		1	0	0	1
GCA_022468645.2|CP091351.1|blaADC-30|628328|629476	blk002346	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	complete_and_fully_contained	21	0	2	0	0
GCA_022468645.2|CP091351.1|blaOXA-66|1605302|1606123	blk002347	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468645.2|CP091351.1|aacA16|2049186|2049734	blk002348	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	186	0	complete_and_fully_contained	483	0	5	2	0
GCA_022468645.2|CP091351.1|aadA1|2051529|2051975	blk002348	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	55	0	complete_and_fully_contained	0	0	7	0	0
GCA_022468645.2|CP091351.1|sul1|2052483|2053319	blk002348	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	807	0	complete_and_fully_contained	514	0	7	0	0
GCA_022468645.2|CP091351.1|aph(3'')-Ib|3007731|3008531	blk002349	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	971	0	1	1	2
GCA_022468645.2|CP091351.1|aph(6)-Id|3008534|3009367	blk002349	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	135	0	1	1	2
GCA_022468645.2|CP091351.1|tet(B)|3012743|3013942	blk002349	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	745	0	1	1	2
GCA_022468645.2|CP091351.1|sul2|3026569|3027381	blk002349	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	93	0	complete_and_fully_contained	1497	0	1	1	2
GCA_022468645.2|CP091351.1|ant(3'')-IIa|3103835|3104620	blk002350	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468755.1|CP091352.1|aph(3'')-Ib|432652|433452	blk002351	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	971	0	2	1	0
GCA_022468755.1|CP091352.1|aph(6)-Id|433455|434288	blk002351	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	135	0	2	1	0
GCA_022468755.1|CP091352.1|tet(B)|437664|438863	blk002351	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	745	0	3	0	0
GCA_022468755.1|CP091352.1|blaOXA-23|442314|443132	blk002351	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	3	0	0
GCA_022468755.1|CP091352.1|ant(3'')-IIa|525678|526463	blk002352	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468755.1|CP091352.1|blaADC-73|1836318|1837466	blk002353	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	partial_or_boundary_limited		1	0	0	1
GCA_022468755.1|CP091352.1|armA|2013538|2014308	blk002354	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	326	0	complete_and_fully_contained	681	0	1	0	2
GCA_022468755.1|CP091352.1|blaOXA-66|2847650|2848471	blk002355	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468755.1|CP091352.1|aph(3')-Ia|3282865|3283677	blk002356	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	130	0	complete_and_fully_contained	67	0	4	0	0
GCA_022468755.1|CP091352.1|blaTEM-1|3289282|3290139	blk002356	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	74	0	complete_and_fully_contained	22	0	4	0	0
GCA_022468795.1|CP091353.1|aadA1|856308|857096	blk002357	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	194	0	complete_and_fully_contained	131	0	3	0	0
GCA_022468795.1|CP091353.1|aac(3)-Ia|858143|858604	blk002357	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	171	0	complete_and_fully_contained	1966	0	3	0	0
GCA_022468795.1|CP091353.1|ant(2'')-Ia|1091885|1092415	blk002358	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	165	0	complete_and_fully_contained	1697	0	2	0	1
GCA_022468795.1|CP091353.1|aadA2|1092476|1093264	blk002358	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	756	0	complete_and_fully_contained	2288	0	2	0	1
GCA_022468795.1|CP091353.1|sul1|1093772|1094608	blk002358	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.3333333333333333	1166	0	complete_and_fully_contained	2095	0	2	0	1
GCA_022468795.1|CP091353.1|blaOXA-82|1865282|1866103	blk002359	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	79	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468795.1|CP091353.1|blaADC-33|2335630|2336781	blk002360	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468795.1|CP091353.1|blaOXA-23|3545711|3546529	blk002361	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	106	0	complete_and_fully_contained	35	0	2	0	0
GCA_022468795.1|CP091353.1|ant(3'')-IIa|3686811|3687314	blk002362	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	21	0	partial_or_boundary_limited		1	0	0	1
GCA_022468795.1|CP091353.1|blaOXA-23|3773733|3774551	blk002363	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	106	0	complete_and_fully_contained	35	0	2	0	0
GCA_022468835.2|CP091354.1|blaADC-74|1334|2482	blk002364	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	8747	0	partial_or_boundary_limited		1	0	0	1
GCA_022468835.2|CP091354.1|blaOXA-66|973537|974358	blk002365	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468835.2|CP091354.1|catA1|1419830|1420486	blk002366	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	648	0	complete_and_fully_contained	1393	0	4	0	0
GCA_022468835.2|CP091354.1|sul1|1427609|1428445	blk002366	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	438	0	complete_and_fully_contained	386	0	4	0	0
GCA_022468835.2|CP091354.1|aac(3)-Ia|2401219|2401680	blk002367	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	171	0	complete_and_fully_contained	1725	0	2	2	1
GCA_022468835.2|CP091354.1|aadA1|2402727|2403515	blk002367	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1679	0	complete_and_fully_contained	3233	0	2	2	1
GCA_022468835.2|CP091354.1|sul1|2404023|2404859	blk002367	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1298	0	complete_and_fully_contained	4529	0	2	2	1
GCA_022468835.2|CP091354.1|aph(3')-Ia|2416558|2417370	blk002367	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	130	0	complete_and_fully_contained	67	0	2	2	1
GCA_022468835.2|CP091354.1|ant(3'')-IIa|2493880|2494665	blk002368	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468855.2|CP091355.1|aph(3')-Ia|41927|42739	blk002369	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	130	0	complete_and_fully_contained	67	0	2	2	1
GCA_022468855.2|CP091355.1|sul1|54728|55273	blk002369	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1588	0	complete_and_fully_contained	4529	0	2	2	1
GCA_022468855.2|CP091355.1|aadA1|55781|56569	blk002369	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1679	0	complete_and_fully_contained	3233	0	2	2	1
GCA_022468855.2|CP091355.1|aac(3)-Ia|57616|58077	blk002369	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	171	0	complete_and_fully_contained	1725	0	2	2	1
GCA_022468855.2|CP091355.1|sul1|1029660|1030496	blk002370	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	438	0	complete_and_fully_contained	386	0	3	4	0
GCA_022468855.2|CP091355.1|catA1|1037619|1038275	blk002370	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	648	0	complete_and_fully_contained	2644	0	6	1	0
GCA_022468855.2|CP091355.1|aadA1|1044301|1045089	blk002370	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	194	0	complete_and_fully_contained	131	0	4	3	0
GCA_022468855.2|CP091355.1|aac(3)-Ia|1046674|1047135	blk002370	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	171	0	complete_and_fully_contained	2504	0	4	3	0
GCA_022468855.2|CP091355.1|blaOXA-66|1495480|1496301	blk002371	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468855.2|CP091355.1|blaADC-74|2467359|2468507	blk002372	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	no_structurally_resolved_IS		1	0	0	0
GCA_022468855.2|CP091355.1|ant(3'')-IIa|3809970|3810755	blk002373	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468985.2|CP091356.1|blaADC-176|394644|395807	blk002374	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	79	0	complete_and_fully_contained	8	0	4	0	0
GCA_022468985.2|CP091356.1|ant(3'')-IIa|1629321|1630106	blk002375	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468985.2|CP091356.1|blaADC-80|2953810|2954958	blk002376	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022468985.2|CP091356.1|blaADC|3005978|3007141	blk002377	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	79	0	complete_and_fully_contained	8	0	3	3	1
GCA_022468985.2|CP091356.1|mph(E)|3008405|3009286	blk002377	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	95	0	complete_and_fully_contained	77	0	4	2	1
GCA_022468985.2|CP091356.1|msr(E)|3009345|3010817	blk002377	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1035	0	complete_and_fully_contained	1017	0	5	1	1
GCA_022468985.2|CP091356.1|sul2|3019662|3020474	blk002377	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	90	0	complete_and_fully_contained	58	0	4	2	1
GCA_022468985.2|CP091356.1|blaOXA-94|3290776|3291597	blk002378	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022469075.1|CP091357.1|armA|12519|13154	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	678	0	complete_and_fully_contained	4228	0	1	1	2
GCA_022469075.1|CP091357.1|msr(E)|15454|16926	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	398	0	complete_and_fully_contained	456	0	1	1	2
GCA_022469075.1|CP091357.1|mph(E)|16985|17866	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	647	0	complete_and_fully_contained	0	0	1	1	2
GCA_022469075.1|CP091357.1|armA|35230|36000	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	326	0	complete_and_fully_contained	4230	0	1	1	2
GCA_022469075.1|CP091357.1|msr(E)|38302|39774	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	399	0	complete_and_fully_contained	456	0	1	1	2
GCA_022469075.1|CP091357.1|mph(E)|39833|40714	blk002379	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.16666666666666666	646	0	complete_and_fully_contained	0	0	1	1	2
GCA_022469075.1|CP091357.1|blaOXA-66|882806|883627	blk002380	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022469075.1|CP091357.1|aph(3')-Ia|1317647|1318459	blk002381	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	130	0	complete_and_fully_contained	67	0	4	0	0
GCA_022469075.1|CP091357.1|blaTEM-1|1324064|1324921	blk002381	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	74	0	complete_and_fully_contained	22	0	4	0	0
GCA_022469075.1|CP091357.1|aph(3'')-Ib|2372881|2373681	blk002382	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	971	0	2	1	0
GCA_022469075.1|CP091357.1|aph(6)-Id|2373684|2374517	blk002382	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	135	0	2	1	0
GCA_022469075.1|CP091357.1|tet(B)|2377893|2379092	blk002382	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	745	0	3	0	0
GCA_022469075.1|CP091357.1|blaOXA-23|2382543|2383361	blk002382	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	3	0	0
GCA_022469075.1|CP091357.1|ant(3'')-IIa|2467096|2467881	blk002383	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022469075.1|CP091357.1|blaADC-73|3781747|3782895	blk002384	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	partial_or_boundary_limited		1	0	0	1
GCA_022548575.1|CP091358.1|ant(3'')-IIa|190998|191783	blk002385	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022548575.1|CP091358.1|blaOXA|273633|274373	blk002386	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	2	4	3
GCA_022548575.1|CP091358.1|sul2|288222|289034	blk002386	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	93	0	complete_and_fully_contained	22	0	2	4	3
GCA_022548575.1|CP091358.1|blaOXA-23|302206|303024	blk002386	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	2	4	3
GCA_022548575.1|CP091358.1|tet(B)|306285|307484	blk002386	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	2047	0	2	4	3
GCA_022548575.1|CP091358.1|blaADC-30|1233595|1234743	blk002387	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	1.0	81	0	partial_or_boundary_limited		1	0	0	1
GCA_022548575.1|CP091358.1|blaOXA-66|1879884|1880705	blk002388	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022548575.1|CP091358.1|mph(E)|2761818|2762699	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	647	0	complete_and_fully_contained	1879	0	3	2	0
GCA_022548575.1|CP091358.1|msr(E)|2762758|2764230	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	399	0	complete_and_fully_contained	348	0	3	2	0
GCA_022548575.1|CP091358.1|armA|2766532|2767302	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	326	0	complete_and_fully_contained	0	0	4	1	0
GCA_022548575.1|CP091358.1|sul1|2770650|2771486	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	408	0	complete_and_fully_contained	52	0	4	1	0
GCA_022548575.1|CP091358.1|aadA1|2771994|2772782	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	1517	0	complete_and_fully_contained	1396	0	4	1	0
GCA_022548575.1|CP091358.1|catB8|2772843|2773472	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	827	0	complete_and_fully_contained	1625	0	4	1	0
GCA_022548575.1|CP091358.1|aac(6')-Ib'|2773568|2774119	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	180	0	complete_and_fully_contained	978	0	4	1	0
GCA_022548575.1|CP091358.1|aph(3')-Ia|2775969|2776781	blk002389	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.125	116	0	complete_and_fully_contained	53	0	3	2	0
GCA_022548575.1|CP091358.1|aph(3'')-Ib|3846710|3847510	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	1394	0	complete_and_fully_contained	1069	0	1	4	2
GCA_022548575.1|CP091358.1|aph(6)-Id|3847513|3848346	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	558	0	complete_and_fully_contained	233	0	1	4	2
GCA_022548575.1|CP091358.1|sul2|3850965|3851777	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	568	0	complete_and_fully_contained	0	0	2	3	2
GCA_022548575.1|CP091358.1|arr-2|3861880|3862329	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	173	0	complete_and_fully_contained	971	0	1	4	2
GCA_022548575.1|CP091358.1|cmlA5|3862653|3863909	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	946	0	complete_and_fully_contained	1744	0	1	4	2
GCA_022548575.1|CP091358.1|sul1|3864445|3865281	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	408	0	complete_and_fully_contained	3536	0	2	3	2
GCA_022548575.1|CP091358.1|blaPER-7|3867555|3868478	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	325	0	complete_and_fully_contained	4468	0	3	2	2
GCA_022548575.1|CP091358.1|sul1|3870396|3871232	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	408	0	complete_and_fully_contained	1714	0	2	3	2
GCA_022548575.1|CP091358.1|armA|3875917|3876687	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	242	0	complete_and_fully_contained	229	0	3	2	2
GCA_022548575.1|CP091358.1|msr(E)|3878989|3880461	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	399	0	complete_and_fully_contained	2666	0	3	2	2
GCA_022548575.1|CP091358.1|mph(E)|3880520|3881401	blk002390	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.09090909090909091	1789	0	complete_and_fully_contained	1726	0	3	2	2
GCA_022459055.1|CP091359.1|ant(3'')-IIa|131811|132596	blk002391	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCA_022459055.1|CP091359.1|blaOXA-23|215143|215961	blk002392	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	106	0	complete_and_fully_contained	35	0	3	0	0
GCA_022459055.1|CP091359.1|tet(B)|219412|220611	blk002392	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1325	0	complete_and_fully_contained	706	0	3	0	0
GCA_022459055.1|CP091359.1|aph(6)-Id|223987|224820	blk002392	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	558	0	complete_and_fully_contained	0	0	2	1	0
GCA_022459055.1|CP091359.1|aph(3'')-Ib|224823|225623	blk002392	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.25	1394	0	complete_and_fully_contained	0	0	2	1	0
GCA_022459055.1|CP091359.1|blaTEM-1|1273644|1274501	blk002393	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	74	0	complete_and_fully_contained	22	0	4	0	0
GCA_022459055.1|CP091359.1|aph(3')-Ia|1280106|1280918	blk002393	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	B	0.5	130	0	complete_and_fully_contained	67	0	4	0	0
GCA_022459055.1|CP091359.1|blaOXA-66|1715312|1716133	blk002394	PRJNA798866	Acinetobacter baumannii	Acinetobacter	A. baumannii	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
